#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
ATDNAI26T9#DNA/MuDR	DNA/MuDR	TIR_transposon	62	86	9	8	8,9	2432	86	0
ATDNAI27T9A#DNA/MuDR	DNA/MuDR	TIR_transposon	28	90	5	10	8,9	1357	97	0
ATDNAI27T9B#DNA/MuDR	DNA/MuDR	TIR_transposon	31	85	2	20	8,9	2090	97	0
ATDNAI27T9C#DNA/MuDR	DNA/MuDR	TIR_transposon	11	94	12	10	8,9	1933	82	0
ATMU1#DNA/MuDR	DNA/MuDR	TIR_transposon	78	88	14	12	8,9	4929	82	0
ATMU10#DNA/MuDR	DNA/MuDR	TIR_transposon	69	95	19	12	8,9	4703	91	0
ATMU11#DNA/MuDR	DNA/MuDR	TIR_transposon	53	91	10	17	8,9	3831	91	0
ATMU12#DNA/MuDR	DNA/MuDR	TIR_transposon	28	85	7	17	8,9	4347	95	0
ATMU13#DNA/MuDR	DNA/MuDR	TIR_transposon	73	87	17	5	8,9	3652	96	0
ATMU2#DNA/MuDR	DNA/MuDR	TIR_transposon	6	80	2	18	8,9	4444	86	0
ATMU3#DNA/MuDR	DNA/MuDR	TIR_transposon	5	82	16	13	8,9	4853	98	0
ATMU3N1#DNA/MuDR	DNA/MuDR	TIR_transposon	9	80	12	5	8,9	446	93	0
ATMU4#DNA/MuDR	DNA/MuDR	TIR_transposon	76	84	5	19	8,9	4496	87	0
ATMU5#DNA/MuDR	DNA/MuDR	TIR_transposon	60	92	2	5	8,9	4895	97	0
ATMU6#DNA/MuDR	DNA/MuDR	TIR_transposon	79	91	10	19	8,9	4172	89	0
ATMU6N1#DNA/MuDR	DNA/MuDR	TIR_transposon	79	80	1	7	8,9	1012	84	0
ATMU7#DNA/MuDR	DNA/MuDR	TIR_transposon	48	80	11	17	8,9	3134	93	0
ATMU8#DNA/MuDR	DNA/MuDR	TIR_transposon	89	94	6	20	8,9	4433	80	0
ATMU9#DNA/MuDR	DNA/MuDR	TIR_transposon	16	95	2	11	8,9	4693	94	0
ATMUN1#DNA/MuDR	DNA/MuDR	TIR_transposon	41	92	12	14	8,9	1000	91	0
ATMUN2#DNA/MuDR	DNA/MuDR	TIR_transposon	90	81	16	5	8,9	1017	85	0
ATN9_1#DNA/MuDR	DNA/MuDR	TIR_transposon	90	81	6	16	8,9	678	94	0
BOMZH1#DNA/MuDR	DNA/MuDR	TIR_transposon	66	87	14	5	8,9	1088	80	0
BOMZH2#DNA/MuDR	DNA/MuDR	TIR_transposon	99	94	15	18	8,9	1044	84	0
LIMPET1#DNA/MuDR	DNA/MuDR	TIR_transposon	31	93	11	9	8,9	1874	95	0
VANDAL1#DNA/MuDR	DNA/MuDR	TIR_transposon	65	85	17	13	8,9	15093	84	0
VANDAL10#DNA/MuDR	DNA/MuDR	TIR_transposon	26	80	16	18	8,9	12295	88	0
VANDAL11#DNA/MuDR	DNA/MuDR	TIR_transposon	45	80	18	14	8,9	14166	88	0
VANDAL12#DNA/MuDR	DNA/MuDR	TIR_transposon	32	81	20	11	8,9	11974	92	0
VANDAL13#DNA/MuDR	DNA/MuDR	TIR_transposon	35	93	1	9	8,9	12147	89	0
VANDAL14#DNA/MuDR	DNA/MuDR	TIR_transposon	71	92	4	12	8,9	12268	94	0
VANDAL16#DNA/MuDR	DNA/MuDR	TIR_transposon	34	89	10	19	8,9	10472	88	0
VANDAL17#DNA/MuDR	DNA/MuDR	TIR_transposon	33	92	2	8	8,9	8911	80	0
VANDAL18#DNA/MuDR	DNA/MuDR	TIR_transposon	68	92	13	12	8,9	11260	88	0
VANDAL18NA#DNA/MuDR	DNA/MuDR	TIR_transposon	23	86	19	14	8,9	1261	93	0
VANDAL18NB#DNA/MuDR	DNA/MuDR	TIR_transposon	92	90	10	20	8,9	1014	90	0
VANDAL1N1#DNA/MuDR	DNA/MuDR	TIR_transposon	87	88	3	13	8,9	2265	91	0
VANDAL2#DNA/MuDR	DNA/MuDR	TIR_transposon	31	93	1	16	8,9	15253	98	0
VANDAL20#DNA/MuDR	DNA/MuDR	TIR_transposon	41	82	9	12	8,9	12720	93	0
VANDAL21#DNA/MuDR	DNA/MuDR	TIR_transposon	34	87	3	11	8,9	8244	80	0
VANDAL22#DNA/MuDR	DNA/MuDR	TIR_transposon	50	94	3	11	8,9	10310	83	0
VANDAL2N1#DNA/MuDR	DNA/MuDR	TIR_transposon	71	88	9	7	8,9	2712	98	0
VANDAL3#DNA/MuDR	DNA/MuDR	TIR_transposon	64	84	1	18	8,9	16666	82	0
VANDAL4#DNA/MuDR	DNA/MuDR	TIR_transposon	63	94	17	20	8,9	18492	97	0
VANDAL5#DNA/MuDR	DNA/MuDR	TIR_transposon	26	85	8	10	8,9	17915	82	0
VANDAL5A#DNA/MuDR	DNA/MuDR	TIR_transposon	81	83	11	8	8,9	7727	95	0
VANDAL6#DNA/MuDR	DNA/MuDR	TIR_transposon	75	89	13	8	8,9	8390	92	0
VANDAL7#DNA/MuDR	DNA/MuDR	TIR_transposon	18	94	18	7	8,9	12362	93	0
VANDAL8#DNA/MuDR	DNA/MuDR	TIR_transposon	96	89	15	13	8,9	9577	86	0
VANDAL9#DNA/MuDR	DNA/MuDR	TIR_transposon	34	87	5	16	8,9	12396	84	0
VANDALNX1#DNA/MuDR	DNA/MuDR	TIR_transposon	55	87	11	11	8,9	1728	91	0
Os0023#DNAnona/MULE	DNAnona/MULE	TIR_transposon	30	83	14	10	8,9	1450	80	0
Os0027#DNAnona/MULE	DNAnona/MULE	TIR_transposon	12	87	13	7	8,9	85	90	0
Os0035#DNAauto/MULE	DNAauto/MULE	TIR_transposon	80	93	14	10	8,9	2665	98	0
Os0054#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	90	12	8	8,9	183	86	0
Os0067#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	94	5	6	8,9	164	85	0
Os0070#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	92	11	13	8,9	371	83	0
Os0084#DNAnona/MULE	DNAnona/MULE	TIR_transposon	42	95	3	5	8,9	379	96	0
Os0085#DNAnona/MULE	DNAnona/MULE	TIR_transposon	86	86	9	15	8,9	348	98	0
Os0086#DNAnona/MULE	DNAnona/MULE	TIR_transposon	96	86	14	20	8,9	428	92	0
Os0087#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	89	18	14	8,9	391	87	0
Os0089#DNAnona/MULE	DNAnona/MULE	TIR_transposon	79	83	8	14	8,9	743	94	0
Os0098#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	89	2	15	8,9	384	82	0
Os0102#DNAnona/MULE	DNAnona/MULE	TIR_transposon	96	88	6	6	8,9	158	88	0
Os0103#DNAnona/MULE	DNAnona/MULE	TIR_transposon	9	95	4	7	8,9	155	90	0
Os0105#DNAnona/MULE	DNAnona/MULE	TIR_transposon	73	89	19	19	8,9	600	83	0
Os0109#DNAnona/MULE	DNAnona/MULE	TIR_transposon	53	95	1	11	8,9	825	97	0
Os0115#DNAnona/MULE	DNAnona/MULE	TIR_transposon	9	92	6	16	8,9	854	96	0
Os0116#DNAnona/MULE	DNAnona/MULE	TIR_transposon	31	90	19	8	8,9	692	90	0
Os0117#DNAnona/MULE	DNAnona/MULE	TIR_transposon	81	92	16	12	8,9	707	80	0
Os0120#DNAnona/MULE	DNAnona/MULE	TIR_transposon	20	80	14	19	8,9	589	88	0
Os0124#DNAnona/MULE	DNAnona/MULE	TIR_transposon	58	94	8	18	8,9	256	81	0
Os0131#DNAnona/MULE	DNAnona/MULE	TIR_transposon	79	95	3	6	8,9	376	94	0
Os0138#DNAnona/MULE	DNAnona/MULE	TIR_transposon	94	89	9	7	8,9	464	90	0
Os0148#DNAauto/MULE	DNAauto/MULE	TIR_transposon	5	89	8	9	8,9	7371	83	0
Os0166#DNAnona/MULE	DNAnona/MULE	TIR_transposon	79	90	16	17	8,9	1292	93	0
Os0177#DNAauto/MULE	DNAauto/MULE	TIR_transposon	63	91	9	17	8,9	8521	85	0
Os0182#DNAnona/MULE	DNAnona/MULE	TIR_transposon	55	95	15	17	8,9	524	80	0
Os0184#DNAnona/MULE	DNAnona/MULE	TIR_transposon	96	92	9	8	8,9	169	88	0
Os0202#DNAnona/MULE	DNAnona/MULE	TIR_transposon	57	91	19	20	8,9	1034	89	0
Os0208#DNAnona/MULE	DNAnona/MULE	TIR_transposon	19	89	4	16	8,9	1236	89	0
Os0218#DNAnona/MULE	DNAnona/MULE	TIR_transposon	28	82	18	8	8,9	423	84	0
Os0220#DNAnona/MULE	DNAnona/MULE	TIR_transposon	99	86	2	16	8,9	684	82	0
Os0222#DNAnona/MULE	DNAnona/MULE	TIR_transposon	53	83	10	12	8,9	492	87	0
Os0229#DNAnona/MULE	DNAnona/MULE	TIR_transposon	14	84	1	16	8,9	532	83	0
Os0230#DNAnona/MULE	DNAnona/MULE	TIR_transposon	25	80	12	10	8,9	629	89	0
Os0235#DNAauto/MULE	DNAauto/MULE	TIR_transposon	39	93	14	6	8,9	7609	94	0
Os0238#DNAnona/MULE	DNAnona/MULE	TIR_transposon	77	94	8	15	8,9	505	97	0
Os0243#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	92	7	14	8,9	736	96	0
Os0250#DNAnona/MULE	DNAnona/MULE	TIR_transposon	12	95	8	17	8,9	774	92	0
Os0256#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	81	13	10	8,9	998	94	0
Os0280_AMYLTP#DNAnona/MULE	DNAnona/MULE	TIR_transposon	17	89	18	9	8,9	383	88	0
Os0297#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	89	2	13	8,9	487	83	0
Os0298#DNAnona/MULE	DNAnona/MULE	TIR_transposon	34	94	19	5	8,9	357	93	0
Os0300#DNAnona/MULE	DNAnona/MULE	TIR_transposon	13	81	4	6	8,9	734	81	0
Os0301#DNAnona/MULE	DNAnona/MULE	TIR_transposon	94	81	19	10	8,9	582	97	0
Os0312#DNAnona/MULE	DNAnona/MULE	TIR_transposon	67	84	14	14	8,9	365	91	0
Os0314#DNAnona/MULE	DNAnona/MULE	TIR_transposon	17	84	18	12	8,9	549	93	0
Os0318#DNAnona/MULE	DNAnona/MULE	TIR_transposon	25	92	2	15	8,9	271	88	0
Os0319#DNAnona/MULE	DNAnona/MULE	TIR_transposon	24	94	8	11	8,9	294	83	0
Os0325#DNAnona/MULE	DNAnona/MULE	TIR_transposon	7	84	4	15	8,9	142	96	0
Os0335#DNAnona/MULE	DNAnona/MULE	TIR_transposon	68	86	18	15	8,9	315	87	0
Os0339#DNAnona/MULE	DNAnona/MULE	TIR_transposon	31	89	4	18	8,9	823	95	0
Os0348#DNAnona/MULE	DNAnona/MULE	TIR_transposon	84	90	15	20	8,9	390	88	0
Os0360#DNAnona/MULE	DNAnona/MULE	TIR_transposon	81	91	11	13	8,9	924	93	0
Os0372#DNAnona/MULE	DNAnona/MULE	TIR_transposon	100	90	9	15	8,9	364	97	0
Os0377#DNAnona/MULE	DNAnona/MULE	TIR_transposon	33	84	11	15	8,9	337	81	0
Os0378#DNAnona/MULE	DNAnona/MULE	TIR_transposon	23	80	1	10	8,9	396	90	0
Os0385#DNAauto/MULE	DNAauto/MULE	TIR_transposon	84	85	11	5	8,9	9102	89	0
Os0406#DNAnona/MULE	DNAnona/MULE	TIR_transposon	37	95	17	10	8,9	1368	92	0
Os0434#DNAnona/MULE	DNAnona/MULE	TIR_transposon	29	92	12	18	8,9	123	86	0
Os0441#DNAnona/MULE	DNAnona/MULE	TIR_transposon	13	80	14	14	8,9	247	80	0
Os0446#DNAnona/MULE	DNAnona/MULE	TIR_transposon	93	83	3	20	8,9	1164	89	0
Os0450#DNAnona/MULE	DNAnona/MULE	TIR_transposon	28	93	14	9	8,9	422	81	0
Os0454#DNAnona/MULE	DNAnona/MULE	TIR_transposon	68	82	1	5	8,9	492	94	0
Os0468#DNAnona/MULE	DNAnona/MULE	TIR_transposon	61	80	3	19	8,9	172	82	0
Os0480#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	87	2	15	8,9	172	83	0
Os0482#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	95	16	6	8,9	155	97	0
Os0486#DNAnona/MULE	DNAnona/MULE	TIR_transposon	83	95	12	15	8,9	1661	98	0
Os0513#DNAnona/MULE	DNAnona/MULE	TIR_transposon	86	92	11	14	8,9	1208	81	0
Os0518#DNAnona/MULE	DNAnona/MULE	TIR_transposon	49	86	16	13	8,9	231	93	0
Os0536#DNAnona/MULE	DNAnona/MULE	TIR_transposon	69	83	9	5	8,9	157	98	0
Os0542#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	94	9	13	8,9	423	85	0
Os0554#DNAauto/MULE	DNAauto/MULE	TIR_transposon	28	82	5	12	8,9	15325	90	0
Os0557#DNAnona/MULE	DNAnona/MULE	TIR_transposon	38	95	19	14	8,9	701	83	0
Os0560#DNAnona/MULE	DNAnona/MULE	TIR_transposon	26	93	16	14	8,9	294	97	0
Os0565#DNAnona/MULE	DNAnona/MULE	TIR_transposon	21	83	18	7	8,9	123	84	0
Os0570#DNAnona/MULE	DNAnona/MULE	TIR_transposon	50	91	13	7	8,9	739	95	0
Os0583#DNAnona/MULE	DNAnona/MULE	TIR_transposon	35	89	13	17	8,9	629	90	0
Os0593#DNAnona/MULE	DNAnona/MULE	TIR_transposon	17	91	14	14	8,9	123	88	0
Os0597#DNAnona/MULE	DNAnona/MULE	TIR_transposon	38	81	6	16	8,9	124	92	0
Os0598#DNAnona/MULE	DNAnona/MULE	TIR_transposon	15	86	2	6	8,9	1336	81	0
Os0601#DNAnona/MULE	DNAnona/MULE	TIR_transposon	53	88	7	5	8,9	1222	80	0
Os0607#DNAnona/MULE	DNAnona/MULE	TIR_transposon	54	82	8	9	8,9	117	81	0
Os0610#DNAnona/MULE	DNAnona/MULE	TIR_transposon	98	80	13	11	8,9	675	88	0
Os0623#DNAnona/MULE	DNAnona/MULE	TIR_transposon	91	86	3	18	8,9	386	94	0
Os0624#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	92	3	11	8,9	1572	87	0
Os0629#DNAnona/MULE	DNAnona/MULE	TIR_transposon	85	87	15	8	8,9	795	83	0
Os0636#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	81	11	13	8,9	525	88	0
Os0643#DNAnona/MULE	DNAnona/MULE	TIR_transposon	32	94	2	5	8,9	873	95	0
Os0657#DNAnona/MULE	DNAnona/MULE	TIR_transposon	22	94	18	6	8,9	916	98	0
Os0658#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	89	6	7	8,9	374	88	0
Os0659#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	93	6	18	8,9	358	90	0
Os0661#DNAnona/MULE	DNAnona/MULE	TIR_transposon	95	90	10	6	8,9	988	89	0
Os0709#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	81	13	8	8,9	994	96	0
Os0710#DNAnona/MULE	DNAnona/MULE	TIR_transposon	75	83	7	16	8,9	858	98	0
Os0716#DNAnona/MULE	DNAnona/MULE	TIR_transposon	35	91	1	8	8,9	863	88	0
Os0720#DNAnona/MULE	DNAnona/MULE	TIR_transposon	63	93	1	15	8,9	551	96	0
Os0728#DNAnona/MULE	DNAnona/MULE	TIR_transposon	87	80	5	5	8,9	1065	85	0
Os0764#DNAnona/MULE	DNAnona/MULE	TIR_transposon	60	83	3	12	8,9	713	85	0
Os0772#DNAnona/MULE	DNAnona/MULE	TIR_transposon	31	90	11	8	8,9	558	85	0
Os0795#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	81	6	20	8,9	1314	87	0
Os0797#DNAnona/MULE	DNAnona/MULE	TIR_transposon	54	84	10	20	8,9	941	87	0
Os0805#DNAnona/MULE	DNAnona/MULE	TIR_transposon	46	90	12	19	8,9	1615	80	0
Os0819#DNAnona/MULE	DNAnona/MULE	TIR_transposon	27	88	7	9	8,9	1416	84	0
Os0821#DNAnona/MULE	DNAnona/MULE	TIR_transposon	89	93	16	8	8,9	1390	87	0
Os0844#DNAnona/MULE	DNAnona/MULE	TIR_transposon	94	81	19	11	8,9	958	98	0
Os0845#DNAnona/MULE	DNAnona/MULE	TIR_transposon	16	87	17	9	8,9	1913	80	0
Os0848#DNAnona/MULE	DNAnona/MULE	TIR_transposon	46	85	6	12	8,9	335	87	0
Os0854#DNAauto/MULE	DNAauto/MULE	TIR_transposon	75	88	5	18	8,9	5126	90	0
Os0856#DNAnona/MULE	DNAnona/MULE	TIR_transposon	81	90	16	12	8,9	778	88	0
Os0857#DNAnona/MULE	DNAnona/MULE	TIR_transposon	11	84	18	11	8,9	1262	82	0
Os0861#DNAnona/MULE	DNAnona/MULE	TIR_transposon	89	90	5	10	8,9	556	94	0
Os0874#DNAnona/MULE	DNAnona/MULE	TIR_transposon	50	84	5	15	8,9	1218	82	0
Os0893#DNAauto/MULE	DNAauto/MULE	TIR_transposon	11	82	9	14	8,9	4220	88	0
Os0894#DNAauto/MULE	DNAauto/MULE	TIR_transposon	51	89	2	6	8,9	4093	81	0
Os0895#DNAnona/MULE	DNAnona/MULE	TIR_transposon	45	92	16	12	8,9	114	86	0
Os0896#DNAauto/MULE	DNAauto/MULE	TIR_transposon	36	93	7	19	8,9	3525	85	0
Os0929#DNAnona/MULE	DNAnona/MULE	TIR_transposon	99	82	6	20	8,9	1839	82	0
Os0937#DNAnona/MULE	DNAnona/MULE	TIR_transposon	52	94	8	11	8,9	1300	97	0
Os0949#DNAnona/MULE	DNAnona/MULE	TIR_transposon	5	85	15	6	8,9	898	91	0
Os0954#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	82	5	14	8,9	1272	84	0
Os0955#DNAnona/MULE	DNAnona/MULE	TIR_transposon	20	81	1	16	8,9	863	93	0
Os0974#DNAnona/MULE	DNAnona/MULE	TIR_transposon	50	80	9	17	8,9	1753	89	0
Os0986#DNAnona/MULE	DNAnona/MULE	TIR_transposon	95	83	10	19	8,9	428	95	0
Os0990#DNAnona/MULE	DNAnona/MULE	TIR_transposon	91	82	11	14	8,9	504	87	0
Os1012#DNAnona/MULE	DNAnona/MULE	TIR_transposon	22	87	18	12	8,9	545	94	0
Os1014#DNAnona/MULE	DNAnona/MULE	TIR_transposon	95	85	10	11	8,9	2622	86	0
Os1015#DNAnona/MULE	DNAnona/MULE	TIR_transposon	9	93	3	18	8,9	2052	90	0
Os1019#DNAnona/MULE	DNAnona/MULE	TIR_transposon	26	95	4	8	8,9	125	89	0
Os1030#DNAnona/MULE	DNAnona/MULE	TIR_transposon	70	80	15	16	8,9	541	81	0
Os1053#DNAnona/MULE	DNAnona/MULE	TIR_transposon	7	86	2	20	8,9	123	87	0
Os1054#DNAnona/MULE	DNAnona/MULE	TIR_transposon	96	80	4	18	8,9	678	90	0
Os1060#DNAnona/MULE	DNAnona/MULE	TIR_transposon	68	93	20	7	8,9	713	91	0
Os1074#DNAnona/MULE	DNAnona/MULE	TIR_transposon	45	90	5	16	8,9	172	84	0
Os1093#DNAnona/MULE	DNAnona/MULE	TIR_transposon	79	86	3	11	8,9	288	88	0
Os1104#DNAnona/MULE	DNAnona/MULE	TIR_transposon	42	91	4	11	8,9	831	85	0
Os1112#DNAnona/MULE	DNAnona/MULE	TIR_transposon	89	87	1	9	8,9	1044	90	0
Os1121#DNAauto/MULE	DNAauto/MULE	TIR_transposon	77	80	1	20	8,9	3902	83	0
Os1127#DNAnona/MULE	DNAnona/MULE	TIR_transposon	69	85	11	10	8,9	374	83	0
Os1129#DNAnona/MULE	DNAnona/MULE	TIR_transposon	55	95	12	8	8,9	671	94	0
Os1130#DNAnona/MULE	DNAnona/MULE	TIR_transposon	51	83	12	9	8,9	772	94	0
Os1132#DNAnona/MULE	DNAnona/MULE	TIR_transposon	47	90	14	7	8,9	824	85	0
Os1148#DNAnona/MULE	DNAnona/MULE	TIR_transposon	62	89	10	18	8,9	1201	94	0
Os1191#DNAnona/MULE	DNAnona/MULE	TIR_transposon	50	88	8	13	8,9	897	85	0
Os1195#DNAnona/MULE	DNAnona/MULE	TIR_transposon	68	82	19	8	8,9	346	88	0
Os1198#DNAnona/MULE	DNAnona/MULE	TIR_transposon	84	81	7	20	8,9	835	98	0
Os1201#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	94	4	14	8,9	939	86	0
Os1203#DNAnona/MULE	DNAnona/MULE	TIR_transposon	25	93	18	8	8,9	527	86	0
Os1212#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	80	12	10	8,9	917	85	0
Os1224#DNAnona/MULE	DNAnona/MULE	TIR_transposon	47	95	1	18	8,9	863	84	0
Os1227#DNAnona/MULE	DNAnona/MULE	TIR_transposon	37	83	5	10	8,9	1064	95	0
Os1228#DNAnona/MULE	DNAnona/MULE	TIR_transposon	29	89	10	17	8,9	443	93	0
Os1231#DNAnona/MULE	DNAnona/MULE	TIR_transposon	92	94	20	12	8,9	155	80	0
Os1240#DNAauto/MULE	DNAauto/MULE	TIR_transposon	23	86	2	13	8,9	5557	82	0
Os1261#DNAnona/MULE	DNAnona/MULE	TIR_transposon	69	84	20	7	8,9	301	82	0
Os1271#DNAnona/MULE	DNAnona/MULE	TIR_transposon	35	93	6	6	8,9	1150	87	0
Os1274#DNAnona/MULE	DNAnona/MULE	TIR_transposon	29	82	16	8	8,9	607	90	0
Os1301#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	89	1	11	8,9	619	98	0
Os1302#DNAnona/MULE	DNAnona/MULE	TIR_transposon	87	86	19	5	8,9	858	96	0
Os1309#DNAauto/MULE	DNAauto/MULE	TIR_transposon	72	84	7	18	8,9	11022	86	0
Os1322#DNAnona/MULE	DNAnona/MULE	TIR_transposon	39	85	11	18	8,9	10534	83	0
Os1327#DNAnona/MULE	DNAnona/MULE	TIR_transposon	35	82	20	10	8,9	682	81	0
Os1332#DNAnona/MULE	DNAnona/MULE	TIR_transposon	89	94	3	6	8,9	1038	96	0
Os1362#DNAnona/MULE	DNAnona/MULE	TIR_transposon	95	90	2	19	8,9	892	93	0
Os1364#DNAnona/MULE	DNAnona/MULE	TIR_transposon	20	84	1	12	8,9	641	91	0
Os1367#DNAnona/MULE	DNAnona/MULE	TIR_transposon	32	90	11	20	8,9	866	90	0
Os1396#DNAnona/MULE	DNAnona/MULE	TIR_transposon	31	91	9	7	8,9	15926	97	0
Os1402#DNAnona/MULE	DNAnona/MULE	TIR_transposon	32	95	1	14	8,9	756	84	0
Os1403#DNAnona/MULE	DNAnona/MULE	TIR_transposon	100	94	10	9	8,9	751	80	0
Os1411#DNAauto/MULE	DNAauto/MULE	TIR_transposon	28	92	12	17	8,9	9942	89	0
Os1440#DNAnona/MULE	DNAnona/MULE	TIR_transposon	71	80	6	17	8,9	628	89	0
Os1441#DNAnona/MULE	DNAnona/MULE	TIR_transposon	22	87	1	14	8,9	1012	89	0
Os1455#DNAnona/MULE	DNAnona/MULE	TIR_transposon	25	80	20	17	8,9	653	88	0
Os1457#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	86	2	6	8,9	270	86	0
Os1464#DNAauto/MULE	DNAauto/MULE	TIR_transposon	38	89	9	7	8,9	8631	87	0
Os1466#DNAauto/MULE	DNAauto/MULE	TIR_transposon	85	94	11	14	8,9	12864	87	0
Os1482#DNAnona/MULE	DNAnona/MULE	TIR_transposon	80	89	15	7	8,9	819	98	0
Os1497#DNAnona/MULE	DNAnona/MULE	TIR_transposon	70	89	19	9	8,9	247	87	0
Os1513#DNAnona/MULE	DNAnona/MULE	TIR_transposon	37	86	3	8	8,9	145	92	0
Os1517#DNAauto/MULE	DNAauto/MULE	TIR_transposon	93	94	4	18	8,9	5718	82	0
Os1535#DNAnona/MULE	DNAnona/MULE	TIR_transposon	37	83	5	15	8,9	1005	81	0
Os1538#DNAnona/MULE	DNAnona/MULE	TIR_transposon	48	85	8	11	8,9	759	93	0
Os1543#DNAnona/MULE	DNAnona/MULE	TIR_transposon	42	83	8	18	8,9	494	80	0
Os1545#DNAnona/MULE	DNAnona/MULE	TIR_transposon	48	92	5	7	8,9	636	94	0
Os1571#DNAnona/MULE	DNAnona/MULE	TIR_transposon	80	91	13	18	8,9	654	97	0
Os1593#DNAnona/MULE	DNAnona/MULE	TIR_transposon	15	93	4	19	8,9	758	81	0
Os1618#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	87	11	20	8,9	3471	94	0
Os1643#DNAauto/MULE	DNAauto/MULE	TIR_transposon	29	89	2	8	8,9	4046	92	0
Os1653#DNAnona/MULE	DNAnona/MULE	TIR_transposon	7	86	14	20	8,9	249	95	0
Os1676#DNAauto/MULE	DNAauto/MULE	TIR_transposon	8	89	19	20	8,9	5403	98	0
Os1693#DNAnona/MULE	DNAnona/MULE	TIR_transposon	87	86	11	16	8,9	721	84	0
Os1694#DNAnona/MULE	DNAnona/MULE	TIR_transposon	87	88	4	5	8,9	596	81	0
Os1701#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	87	12	20	8,9	245	91	0
Os1708#DNAnona/MULE	DNAnona/MULE	TIR_transposon	6	94	13	10	8,9	246	85	0
Os1760#DNAnona/MULE	DNAnona/MULE	TIR_transposon	78	84	5	8	8,9	592	83	0
Os1768#DNAnona/MULE	DNAnona/MULE	TIR_transposon	60	87	2	11	8,9	831	81	0
Os1789#DNAnona/MULE	DNAnona/MULE	TIR_transposon	87	90	8	16	8,9	800	98	0
Os1797#DNAnona/MULE	DNAnona/MULE	TIR_transposon	40	88	4	17	8,9	2220	92	0
Os1819#DNAauto/MULE	DNAauto/MULE	TIR_transposon	85	89	20	8	8,9	9368	88	0
Os1826#DNAnona/MULE	DNAnona/MULE	TIR_transposon	67	87	6	9	8,9	452	95	0
Os1838#DNAnona/MULE	DNAnona/MULE	TIR_transposon	92	85	1	15	8,9	902	86	0
Os1846#DNAnona/MULE	DNAnona/MULE	TIR_transposon	35	84	13	17	8,9	580	88	0
Os1853#DNAnona/MULE	DNAnona/MULE	TIR_transposon	71	83	3	5	8,9	613	96	0
Os1881#DNAnona/MULE	DNAnona/MULE	TIR_transposon	58	93	16	6	8,9	1158	84	0
Os1885#DNAnona/MULE	DNAnona/MULE	TIR_transposon	49	87	2	17	8,9	2254	94	0
Os1886#DNAnona/MULE	DNAnona/MULE	TIR_transposon	60	82	7	15	8,9	545	82	0
Os1889#DNAauto/MULE	DNAauto/MULE	TIR_transposon	27	92	10	11	8,9	5143	86	0
Os1899#DNAnona/MULE	DNAnona/MULE	TIR_transposon	46	95	10	6	8,9	1170	88	0
Os1904#DNAnona/MULE	DNAnona/MULE	TIR_transposon	76	87	19	9	8,9	1050	82	0
Os1907#DNAnona/MULE	DNAnona/MULE	TIR_transposon	93	82	7	15	8,9	765	87	0
Os1909#DNAnona/MULE	DNAnona/MULE	TIR_transposon	73	85	12	16	8,9	1193	82	0
Os1910#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	85	4	18	8,9	531	83	0
Os1919#DNAnona/MULE	DNAnona/MULE	TIR_transposon	13	87	10	5	8,9	1230	94	0
Os1923#DNAnona/MULE	DNAnona/MULE	TIR_transposon	67	93	3	11	8,9	566	88	0
Os1961#DNAnona/MULE	DNAnona/MULE	TIR_transposon	80	85	6	19	8,9	2008	80	0
Os1970#DNAnona/MULE	DNAnona/MULE	TIR_transposon	74	88	6	16	8,9	1489	80	0
Os1975#DNAnona/MULE	DNAnona/MULE	TIR_transposon	40	91	17	17	8,9	1109	92	0
Os2004#DNAnona/MULE	DNAnona/MULE	TIR_transposon	56	84	12	20	8,9	1212	98	0
Os2033#DNAnona/MULE	DNAnona/MULE	TIR_transposon	14	80	16	16	8,9	953	86	0
Os2035#DNAnona/MULE	DNAnona/MULE	TIR_transposon	95	91	15	5	8,9	245	98	0
